time,code,pop_total,pop_man_0_9,pop_man_10_14,pop_man_15_19,pop_man_20_24,pop_man_25_29,pop_man_30_34,pop_man_35_39,pop_man_40_44,pop_man_45_49,pop_man_50_54,pop_man_55_59,pop_man_60_64,pop_man_65_69,pop_man_70_over,pop_woman_0_9,pop_woman_10_14,pop_woman_15_19,pop_woman_20_24,pop_woman_25_29,pop_woman_30_34,pop_woman_35_39,pop_woman_40_44,pop_woman_45_49,pop_woman_50_54,pop_woman_55_59,pop_woman_60_64,pop_woman_65_69,pop_woman_70_over
23,11215810,40571.275825,1739.840325,1470.813975,1547.3775,1037.116275,1058.40025,976.343325,1140.638725,1656.4239,2161.4271,1459.994525,1347.407975,899.898775,646.18715,1484.112325,1905.1922,1595.892275,1638.86525,1243.760775,1111.50815,1110.820775,1701.0301,2233.518925,2353.756625,1594.935475,1334.102975,1037.471875,699.653325,2384.783925
23,11215820,30749.88855,669.50435,408.30645,938.39365,1717.299175,1492.144725,1330.06845,1282.609075,1038.3155,1034.451225,886.975875,1077.49035,804.7593,516.3893,1058.107875,641.907275,371.300125,867.826675,2244.160375,1689.2871,1471.656475,1326.49575,1048.948225,1077.519325,1154.11165,1165.005475,950.774475,657.5677,1828.51195
23,11215830,25876.54225,944.048975,441.6398,575.7405,747.7168,1033.21335,1070.487825,1226.555625,970.41085,970.079625,889.812025,951.921625,884.243825,544.919075,1048.635,826.09315,358.832275,517.588075,892.411675,1086.988325,1220.5603,1343.779025,1074.077575,1027.1952,954.305775,1180.76015,1014.68785,637.60005,1442.238325
23,11215840,24182.572175,930.2462,480.19165,682.1844,797.253875,831.92845,949.938975,1076.951075,945.557775,938.8573,735.404575,895.70955,739.2222,534.2882,1037.4243,920.2719,489.160325,533.33215,768.146675,920.029725,997.158975,1142.976,919.853425,948.059875,1005.213775,1073.490225,887.799675,561.59035,1440.331225
23,11215847,27966.247725,599.782225,251.673075,615.732925,1405.5319,1327.8332,1276.165325,1210.9755,1010.855525,1163.294825,1091.827875,1200.779025,877.371125,515.475325,1058.121525,544.025625,266.04025,566.8577,1766.13605,1459.654725,1156.02145,1043.603575,875.685225,1025.63015,1031.501225,1233.264825,967.748475,641.855225,1782.80385
23,11215850,26101.00955,703.893225,327.8101,581.824375,1019.9651,1536.96035,1255.923325,1175.361725,1011.977475,1085.37065,802.8047,866.9229,588.53665,437.293575,1119.2946,505.797075,269.40215,600.083675,1201.45025,1503.43325,1474.7148,1059.641425,1002.451925,1044.8511,954.674475,975.721475,742.61185,693.359475,1558.877075
23,11215860,26094.208275,991.75655,548.26205,720.43755,628.608475,818.964225,907.324425,1066.872175,1013.005925,912.888025,842.3787,844.731225,687.1982,545.64225,1215.6823,1225.995725,711.737075,757.983225,733.143475,868.672925,993.025175,1292.140425,1011.008525,1163.0308,1012.420275,1158.946525,961.8709,806.446275,1654.034975
23,11215870,35378.470475,1405.4436,764.409725,917.119575,1161.0776,1168.298775,1188.27825,1286.489075,1332.5766,1464.507025,1234.879825,1126.086275,1082.44475,627.06735,1466.4688,1580.337775,826.022325,956.37185,1221.18385,1284.198125,1362.70545,1417.32605,1512.932625,1718.22895,1332.8638,1495.18555,1313.841875,769.978625,2362.146475
23,11230536,38233.278475,910.641175,417.63925,931.098975,1733.968875,1898.919975,1723.065325,1633.2671,1343.2791,1555.808975,1425.78855,1374.832175,1229.7465,938.001975,2038.262975,816.693425,350.01175,845.942575,1997.617975,1768.351325,1478.324325,1431.08075,1196.528625,1322.437025,1124.515775,1473.4577,1258.650575,966.69365,3048.651925
23,11230545,34565.018825,831.896775,397.51375,807.431675,2342.68245,1784.23075,1194.421525,1037.800775,1089.56385,1234.346475,1122.569375,1188.147625,985.4576,856.149325,2121.815075,706.56955,375.57305,927.869375,2567.519875,1388.26915,1015.744125,941.13465,916.179925,987.9782,1009.80335,1207.710175,1243.15025,850.440025,3433.0502
